NK_BABKnoten,NK_Name,NK_Knotenpunktfunktion,NK_GeoStrKls,lon,lat,Autobahn_only,Autobahn_all,Bundesstrasse_all,Rest_all
N,B199/L300, ,-BL---,9.172043653732395,54.761734702829074,0,0,1,0
N,B199/K69, ,-B----,9.183452999318229,54.75923094414341,0,0,1,0
N,B199/L1/L14, ,-BL---,9.23916701375372,54.77244643786146,0,0,1,0
N,B199/L96, ,-BL---,9.320948303627091,54.77776468311224,0,0,1,0
N,B199/K130, ,-B----,9.329382153366542,54.777362568194974,0,0,1,0
N,B199/B200, ,-B----,9.410548358093587,54.77671025476192,0,0,1,0
N,B200/K25, ,-B----,9.421585452224823,54.76855252564403,0,0,1,0
N,B199/B200, ,-B----,9.430634998530172,54.75752094199254,0,0,1,0
N,B200/L317, ,-BL---,9.418104004216833,54.74444994264846,0,0,1,0
J,Flensburg,Anschlussstelle,AB----,9.388906815481711,54.73378799076585,0,1,1,0
J,Flensburg/Harrislee,Anschlussstelle,AB----,9.346351241192698,54.77260634300361,0,1,1,0
N,B199/K116, ,-B----,9.33890699366453,54.77639294712129,0,0,1,0
N,B199/L17, ,-BL---,9.381960166620898,54.77778849563429,0,0,1,0
N,B199/K15, ,-B----,9.39465642267906,54.775215366502216,0,0,1,0
N,B199//L249/K9, ,-BL---,9.414595993656777,54.77721794311457,0,0,1,0
N,B199/K14, ,-B----,9.47727200587845,54.79824394741018,0,0,1,0
